대학명,단과대학,학과명,폐과,소재지,소재지(상세),주야구분,학과특성,표준분류계열(대),표준분류계열(중),표준분류계열(소),관심
국민대학교,조형대학,영상디자인학과,,서울,성북구,주간,일반과정,예체능계열,미술,디자인,
국민대학교,조형대학,의상디자인학과,,서울,성북구,주간,일반과정,예체능계열,미술,디자인,
국민대학교,조형대학,자동차•운송디자인학과,,서울,성북구,주간,일반과정,예체능계열,미술,디자인,
국민대학교,창의공과대학,지능형ICT융합전공,,서울,성북구,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
국민대학교,창의공과대학,건설시스템공학부,,서울,성북구,주간,일반과정,공학계열,건설,토목공학,
국민대학교,창의공과대학,건설시스템공학전공,,서울,성북구,주간,일반과정,공학계열,건설,토목공학,
국민대학교,창의공과대학,기계공학부,,서울,성북구,주간,일반과정,공학계열,기계,기계공학,
국민대학교,창의공과대학,기계공학전공,,서울,성북구,주간,일반과정,공학계열,기계,기계공학,
국민대학교,창의공과대학,기계금속재료전공,,서울,성북구,주간,일반과정,공학계열,재료,신소재공학,
국민대학교,창의공과대학,신소재공학부,,서울,성북구,주간,일반과정,공학계열,재료,신소재공학,
국민대학교,창의공과대학,전자공학부,,서울,성북구,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
국민대학교,창의공과대학,전자화학재료전공,,서울,성북구,주간,일반과정,공학계열,재료,신소재공학,
국민대학교,창의공과대학,지능전자공학전공,,서울,성북구,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
국민대학교,창의공과대학,지능형반도체융합전자전공,,서울,성북구,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
국민대학교,체육대학,스포츠건강재활학과,,서울,성북구,주간,일반과정,예체능계열,무용・체육,체육,
국민대학교,체육대학,스포츠교육학과,,서울,성북구,주간,일반과정,예체능계열,무용・체육,체육,
국민대학교,체육대학,스포츠산업레저학과,,서울,성북구,주간,일반과정,예체능계열,무용・체육,체육,
단국대학교,SW융합대학,SW융합학부,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,응용소프트웨어공학,
단국대학교,SW융합대학,SW융합학부 SW융합경제경영전공,,경기,용인시,주간,일반과정,공학계열,N.C.E,N.C.E.,
단국대학교,SW융합대학,SW융합학부 SW융합바이오전공,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,응용소프트웨어공학,
단국대학교,SW융합대학,SW융합학부 SW융합법학전공,,경기,용인시,주간,일반과정,인문사회계열,법학,법학,
단국대학교,SW융합대학,SW융합학부 SW융합콘텐츠전공,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,응용소프트웨어공학,
단국대학교,SW융합대학,SW융합학부 글로벌SW융합전공,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,응용소프트웨어공학,
단국대학교,SW융합대학,사이버보안학과,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,전산학・컴퓨터공학,
단국대학교,SW융합대학,소프트웨어학과,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,응용소프트웨어공학,
단국대학교,SW융합대학,컴퓨터공학과,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,전산학・컴퓨터공학,
단국대학교,SW융합대학,통계데이터사이언스학과,,경기,용인시,주간,일반과정,인문사회계열,N.C.E,N.C.E.,
단국대학교,경영경제대학,경영학부,,경기,용인시,주간,일반과정,인문사회계열,경영・경제,경영학,
단국대학교,경영경제대학,경영학부 경영학전공,,경기,용인시,주간,일반과정,인문사회계열,경영・경제,경영학,
단국대학교,경영경제대학,경영학부 회계학전공,,경기,용인시,주간,일반과정,인문사회계열,경영・경제,회계・세무학,
단국대학교,경영경제대학,경제학과,,경기,용인시,주간,일반과정,인문사회계열,경영・경제,경제학,
단국대학교,경영경제대학,국제학부 국제경영학전공,,경기,용인시,주간,일반과정,인문사회계열,경영・경제,경영학,
단국대학교,경영경제대학,무역학과,,경기,용인시,주간,일반과정,인문사회계열,경영・경제,무역・유통학,
단국대학교,경영경제대학,산업경영학과,,경기,용인시,야간,일반과정,인문사회계열,경영・경제,경영학,
단국대학교,공과대학,건축학부,,경기,용인시,주간,일반과정,공학계열,교육,교양공학,
단국대학교,공과대학,건축학부 건축공학전공,,경기,용인시,주간,일반과정,공학계열,건설,건축공학,
단국대학교,공과대학,건축학부 건축학전공,,경기,용인시,주간,일반과정,공학계열,건설,건축학,
단국대학교,공과대학,고분자공학전공,,경기,용인시,주간,일반과정,공학계열,화공・고분자・에너지,고분자공학,
단국대학교,공과대학,고분자시스템공학부,,경기,용인시,주간,일반과정,공학계열,화공・고분자・에너지,고분자공학,
단국대학교,공과대학,고분자시스템공학부 고분자공학전공,,경기,용인시,주간,일반과정,공학계열,화공・고분자・에너지,고분자공학,
단국대학교,공과대학,고분자시스템공학부 파이버융합소재공학전공,,경기,용인시,주간,일반과정,공학계열,화공・고분자・에너지,섬유공학,
단국대학교,공과대학,기계공학과,,경기,용인시,주간,일반과정,공학계열,기계,기계공학,
단국대학교,공과대학,융합반도체공학과,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
단국대학교,공과대학,융합시스템공학전공,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
단국대학교,공과대학,전자전기공학과,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
단국대학교,공과대학,토목환경공학과,,경기,용인시,주간,일반과정,공학계열,건설,토목공학,
단국대학교,공과대학,화학공학과,,경기,용인시,주간,일반과정,공학계열,화공・고분자・에너지,화학공학,
단국대학교,문과대학,국어국문학과,,경기,용인시,주간,일반과정,인문사회계열,언어・문학,국어・국문학,
단국대학교,문과대학,사학과,,경기,용인시,주간,일반과정,인문사회계열,인문학,역사・고고학,
단국대학교,문과대학,영미인문학과,,경기,용인시,주간,일반과정,인문사회계열,언어・문학,N.C.E.,
단국대학교,문과대학,철학과,,경기,용인시,주간,일반과정,인문사회계열,인문학,철학・윤리학,
단국대학교,법과대학,법학과,,경기,용인시,주간,일반과정,인문사회계열,법학,법학,
단국대학교,사범대학,과학교육과,,경기,용인시,주간,일반과정,자연과학계열,교육,자연과학교육,
단국대학교,사범대학,교직교육과,,경기,용인시,주간,일반과정,인문사회계열,교육,교육학,
단국대학교,사범대학,수학교육과,,경기,용인시,주간,일반과정,자연과학계열,교육,자연과학교육,
단국대학교,사범대학,체육교육과,,경기,용인시,주간,일반과정,예체능계열,교육,예술・체육교육,
단국대학교,사범대학,특수교육과,,경기,용인시,주간,일반과정,인문사회계열,교육,특수교육,
단국대학교,사범대학,한문교육과,,경기,용인시,주간,일반과정,인문사회계열,교육,언어교육,
단국대학교,사회과학대학,광고홍보전공,,경기,용인시,주간,일반과정,인문사회계열,사회과학,언론・방송・매체학,
단국대학교,사회과학대학,도시계획부동산학부,,경기,용인시,주간,일반과정,인문사회계열,사회과학,도시・지역・지리학,
단국대학교,사회과학대학,도시지역계획학전공,,경기,용인시,주간,일반과정,인문사회계열,사회과학,도시・지역・지리학,
단국대학교,사회과학대학,미디어커뮤니케이션학부,,경기,용인시,주간,일반과정,인문사회계열,사회과학,언론・방송・매체학,
단국대학교,사회과학대학,부동산학전공,,경기,용인시,주간,일반과정,인문사회계열,경영・경제,부동산,
단국대학교,사회과학대학,상담학과,,경기,용인시,주간,일반과정,인문사회계열,사회과학,심리학,
단국대학교,사회과학대학,영상콘텐츠전공,,경기,용인시,주간,일반과정,인문사회계열,사회과학,언론・방송・매체학,
단국대학교,사회과학대학,저널리즘전공,,경기,용인시,주간,일반과정,인문사회계열,사회과학,언론・방송・매체학,
단국대학교,사회과학대학,정치외교학과,,경기,용인시,주간,일반과정,인문사회계열,사회과학,정치외교학,
단국대학교,사회과학대학,행정학과,,경기,용인시,주간,일반과정,인문사회계열,사회과학,행정학,
단국대학교,음악‧예술대학,공연영화학부,,경기,용인시,주간,일반과정,예체능계열,연극・영화,연극,
단국대학교,음악‧예술대학,공연영화학부 뮤지컬전공,,경기,용인시,주간,일반과정,예체능계열,연극・영화,연극,
단국대학교,음악‧예술대학,공연영화학부 연극전공,,경기,용인시,주간,일반과정,예체능계열,연극・영화,연극,
단국대학교,음악‧예술대학,공연영화학부 영화전공,,경기,용인시,주간,일반과정,예체능계열,연극・영화,영화,
단국대학교,음악‧예술대학,도예과,,경기,용인시,주간,일반과정,예체능계열,미술,공예,
단국대학교,음악‧예술대학,디자인학부,,경기,용인시,주간,일반과정,예체능계열,미술,디자인,
단국대학교,음악‧예술대학,디자인학부 커뮤니케이션디자인전공,,경기,용인시,주간,일반과정,예체능계열,미술,디자인,
단국대학교,음악‧예술대학,디자인학부 패션산업디자인전공,,경기,용인시,주간,일반과정,예체능계열,미술,디자인,
단국대학교,음악‧예술대학,무용과,,경기,용인시,주간,일반과정,예체능계열,무용・체육,무용,
단국대학교,음악‧예술대학,음악학부,,경기,용인시,주간,일반과정,예체능계열,음악,음악학,
단국대학교,음악‧예술대학,음악학부 관현악전공,,경기,용인시,주간,일반과정,예체능계열,음악,기악,
단국대학교,음악‧예술대학,음악학부 국악전공,,경기,용인시,주간,일반과정,예체능계열,음악,국악,
단국대학교,음악‧예술대학,음악학부 성악전공,,경기,용인시,주간,일반과정,예체능계열,음악,성악,
단국대학교,음악‧예술대학,음악학부 작곡전공,,경기,용인시,주간,일반과정,예체능계열,음악,작곡,
단국대학교,음악‧예술대학,음악학부 피아노전공,,경기,용인시,주간,일반과정,예체능계열,음악,기악,
단국대학교,프리무스국제대학,글로벌기초교육학부,,경기,용인시,주간,일반과정,인문사회계열,언어・문학,국어・국문학,
단국대학교,프리무스국제대학,바이오소재융합공학과,,경기,용인시,주간,일반과정,공학계열,화공・고분자・에너지,생명공학,
단국대학교,프리무스국제대학,연기영상예술학과,,경기,용인시,주간,일반과정,예체능계열,연극・영화,방송연예,
단국대학교,프리무스국제대학,한국학과,,경기,용인시,주간,일반과정,인문사회계열,인문학,국제지역학,
단국대학교,프리무스국제대학,국제경영학과,,경기,용인시,주간,일반과정,인문사회계열,경영・경제,경영학,
단국대학교,프리무스국제대학,모바일시스템공학과,,경기,용인시,주간,일반과정,공학계열,전기・전자・컴퓨터,응용소프트웨어공학,
단국대학교,혁신융합대학,첨단인재융합학부,,경기,용인시,주간,일반과정,공학계열,재료,반도체공학,
단국대학교,혁신융합대학,미래사회혁신인재융합학부,,경기,용인시,주간,일반과정,인문사회계열,사회과학,N.C.E.,
동국대학교,경영대학,경영정보학과,,서울,중구,주간,일반과정,인문사회계열,경영・경제,경영정보학,
동국대학교,경영대학,경영학과,,서울,중구,주간,일반과정,인문사회계열,경영・경제,경영학,
동국대학교,경영대학,회계학과,,서울,중구,주간,일반과정,인문사회계열,경영・경제,회계・세무학,
동국대학교,경찰행정학부,경찰행정학부,,서울,중구,주간,일반과정,인문사회계열,사회과학,N.C.E.,
동국대학교,공과대학,건축학전공,,서울,중구,주간,일반과정,공학계열,건설,건축학,
동국대학교,공과대학,건설환경공학과,,서울,중구,주간,일반과정,공학계열,건설,토목공학,
동국대학교,공과대학,건축공학부,,서울,중구,주간,일반과정,공학계열,건설,건축공학,
동국대학교,공과대학,건축공학전공,,서울,중구,주간,일반과정,공학계열,건설,건축공학,
동국대학교,공과대학,기계로봇에너지공학과,,서울,중구,주간,일반과정,공학계열,기계,기계공학,
동국대학교,공과대학,산업시스템공학과,,서울,중구,주간,일반과정,공학계열,산업・안전,산업공학,
동국대학교,공과대학,에너지신소재공학과,,서울,중구,주간,일반과정,공학계열,재료,신소재공학,
동국대학교,공과대학,전자전기공학부,,서울,중구,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
동국대학교,공과대학,정보통신공학과,,서울,중구,주간,일반과정,공학계열,전기・전자・컴퓨터,정보・통신공학,
동국대학교,공과대학,화공생물공학과,,서울,중구,주간,일반과정,공학계열,화공・고분자・에너지,화학공학,
동국대학교,문과대학,국어국문문예창작학부,,서울,중구,주간,일반과정,인문사회계열,언어・문학,국어・국문학,
동국대학교,문과대학,국어국문학전공,,서울,중구,주간,일반과정,인문사회계열,언어・문학,국어・국문학,
동국대학교,문과대학,문예창작학전공,,서울,중구,주간,일반과정,인문사회계열,언어・문학,문예창작학,
동국대학교,문과대학,사학과,,서울,중구,주간,일반과정,인문사회계열,인문학,역사・고고학,
동국대학교,문과대학,영어영문학부,,서울,중구,주간,일반과정,인문사회계열,언어・문학,영어・영문학,
동국대학교,문과대학,영어영문학부 영어문학전공,,서울,중구,주간,일반과정,인문사회계열,언어・문학,영어・영문학,
동국대학교,문과대학,영어영문학부 영어통번역학전공,,서울,중구,주간,일반과정,인문사회계열,언어・문학,영어・영문학,
동국대학교,문과대학,일본학과,,서울,중구,주간,일반과정,인문사회계열,언어・문학,일본어・문학,
동국대학교,문과대학,중어중문학과,,서울,중구,주간,일반과정,인문사회계열,언어・문학,중국어・문학,
동국대학교,문과대학,철학과,,서울,중구,주간,일반과정,인문사회계열,인문학,철학・윤리학,
동국대학교,문과대학,뉴미디어한국어문화전공,,서울,중구,주간,일반과정,인문사회계열,언어・문학,국어・국문학,
동국대학교,미래융합대학,글로벌무역학과,,서울,중구,야간,일반과정,인문사회계열,경영・경제,무역・유통학,
동국대학교,미래융합대학,사회복지상담학과,,서울,중구,야간,일반과정,인문사회계열,사회과학,사회복지학,
동국대학교,미래융합대학,융합보안학과,,서울,중구,야간,일반과정,인문사회계열,사회과학,행정학,
동국대학교,바이오시스템대학,바이오환경과학과,,경기,고양시,주간,일반과정,자연과학계열,화학・생명과학・환경,환경학,
동국대학교,바이오시스템대학,생명과학과,,경기,고양시,주간,일반과정,자연과학계열,화학・생명과학・환경,생명과학,
동국대학교,바이오시스템대학,식품생명공학과,,경기,고양시,주간,일반과정,공학계열,화공・고분자・에너지,생명공학,
동국대학교,바이오시스템대학,의생명공학과,,경기,고양시,주간,일반과정,공학계열,화공・고분자・에너지,생명공학,
동국대학교,바이오시스템대학,바이오시스템대학(광역화 모집단위),,경기,고양시,주간,일반과정,광역계열,N.C.E,N.C.E.,
동국대학교,법과대학,법학과,,서울,중구,주간,일반과정,인문사회계열,법학,법학,
동국대학교,불교대학,문화유산학과,,서울,중구,주간,일반과정,인문사회계열,인문학,문화・민속・미술사학,
동국대학교,불교대학,불교학부,,서울,중구,주간,일반과정,인문사회계열,인문학,종교학,
동국대학교,사범대학,가정교육과,,서울,중구,주간,일반과정,자연과학계열,교육,자연과학교육,
동국대학교,사범대학,교육학과,,서울,중구,주간,일반과정,인문사회계열,교육,교육학,
동국대학교,사범대학,국어교육과,,서울,중구,주간,일반과정,인문사회계열,교육,언어교육,
동국대학교,사범대학,수학교육과,,서울,중구,주간,일반과정,자연과학계열,교육,자연과학교육,
동국대학교,사범대학,역사교육과,,서울,중구,주간,일반과정,인문사회계열,교육,사회과교육,
동국대학교,사범대학,지리교육과,,서울,중구,주간,일반과정,인문사회계열,교육,사회과교육,
동국대학교,사범대학,체육교육과,,서울,중구,주간,일반과정,예체능계열,교육,예술・체육교육,
동국대학교,사회과학대학,경제학과,,서울,중구,주간,일반과정,인문사회계열,경영・경제,경제학,
동국대학교,사회과학대학,광고홍보학과,,서울,중구,주간,일반과정,인문사회계열,경영・경제,광고・홍보학,
동국대학교,사회과학대학,국제통상학과,,서울,중구,주간,일반과정,인문사회계열,경영・경제,무역・유통학,
동국대학교,사회과학대학,사회복지학과,,서울,중구,주간,일반과정,인문사회계열,사회과학,사회복지학,
동국대학교,사회과학대학,사회언론정보학부 미디어커뮤니케이션학전공,,서울,중구,주간,일반과정,인문사회계열,사회과학,언론・방송・매체학,
동국대학교,사회과학대학,사회언론정보학부 사회학전공,,서울,중구,주간,일반과정,인문사회계열,사회과학,사회학,
동국대학교,사회과학대학,식품산업관리학과,,서울,중구,주간,일반과정,인문사회계열,경영・경제,경제학,
동국대학교,사회과학대학,정치행정학부 북한학 전공,,서울,중구,주간,일반과정,인문사회계열,인문학,국제지역학,
동국대학교,사회과학대학,정치행정학부 정치외교학 전공,,서울,중구,주간,일반과정,인문사회계열,사회과학,정치외교학,
동국대학교,사회과학대학,정치행정학부 행정학전공,,서울,중구,주간,일반과정,인문사회계열,사회과학,행정학,
동국대학교,약학대학,약학과,,경기,고양시,주간,일반과정,자연과학계열,약학,약학,
동국대학교,예술대학,뮤지컬전공,,서울,중구,주간,일반과정,예체능계열,연극・영화,연극,
동국대학교,예술대학,미술학부,,서울,중구,주간,일반과정,예체능계열,미술,미술학,
동국대학교,예술대학,불교미술전공,,서울,중구,주간,일반과정,예체능계열,미술,순수미술,
동국대학교,예술대학,서양화전공,,서울,중구,주간,일반과정,예체능계열,미술,순수미술,
동국대학교,예술대학,스포츠문화학과,,서울,중구,주간,일반과정,예체능계열,무용・체육,체육,
동국대학교,예술대학,연극전공,,서울,중구,주간,일반과정,예체능계열,연극・영화,연극,
동국대학교,예술대학,연극학부,,서울,중구,주간,일반과정,예체능계열,연극・영화,연극,
동국대학교,예술대학,영화영상학과,,서울,중구,주간,일반과정,예체능계열,연극・영화,영화,
동국대학교,예술대학,조소전공,,서울,중구,주간,일반과정,예체능계열,미술,순수미술,
동국대학교,예술대학,한국음악과,,서울,중구,주간,일반과정,예체능계열,음악,국악,
동국대학교,예술대학,한국화전공,,서울,중구,주간,일반과정,예체능계열,미술,순수미술,
동국대학교,이과대학,물리학과,,서울,중구,주간,일반과정,자연과학계열,수학・물리・천문・지구,물리학,
동국대학교,이과대학,물리학전공,,서울,중구,주간,일반과정,자연과학계열,수학・물리・천문・지구,물리학,
동국대학교,이과대학,반도체과학전공,,서울,중구,주간,일반과정,자연과학계열,수학・물리・천문・지구,N.C.E.,
동국대학교,이과대학,수학과,,서울,중구,주간,일반과정,자연과학계열,수학・물리・천문・지구,수학,
동국대학교,이과대학,통계학과,,서울,중구,주간,일반과정,자연과학계열,수학・물리・천문・지구,통계학,
동국대학교,이과대학,화학과,,서울,중구,주간,일반과정,자연과학계열,화학・생명과학・환경,화학,
동국대학교,첨단융합대학,지능IoT,,서울,중구,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
동국대학교,첨단융합대학,시스템반도체학부,,서울,중구,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
동국대학교,첨단융합대학,컴퓨터・AI학부,,서울,중구,주간,일반과정,공학계열,전기・전자・컴퓨터,전산학・컴퓨터공학,
대구과학기술원(DGIST),단과대구분없음,교양학부,,대구,달성군,주간,일반과정,자연과학계열,N.C.E,N.C.E.,
대구과학기술원(DGIST),단과대구분없음,기초학부,,대구,달성군,주간,일반과정,자연과학계열,N.C.E,N.C.E.,
대구과학기술원(DGIST),단과대구분없음,반도체공학과,,대구,달성군,주간,계약학과,공학계열,재료,반도체공학,
부산대학교,간호대학,간호학과,,경남,양산시,주간,일반과정,자연과학계열,간호,간호학,
부산대학교,경영대학,경영학과,,부산,금정구,주간,일반과정,인문사회계열,경영・경제,경영학,
부산대학교,경제통상대학,경제학부,,부산,금정구,주간,일반과정,인문사회계열,경영・경제,경제학,
부산대학교,경제통상대학,공공정책학부,,부산,금정구,주간,일반과정,인문사회계열,사회과학,행정학,
부산대학교,경제통상대학,관광컨벤션학과,,부산,금정구,주간,일반과정,인문사회계열,경영・경제,관광학,
부산대학교,경제통상대학,국제학부,,부산,금정구,주간,일반과정,인문사회계열,사회과학,국제학,
부산대학교,경제통상대학,무역학부,,부산,금정구,주간,일반과정,인문사회계열,경영・경제,무역・유통학,
부산대학교,경제통상대학,한국·동아시아학전공,,부산,금정구,주간,일반과정,인문사회계열,사회과학,국제학,
부산대학교,공과대학,화공생명공학과,,부산,금정구,주간,일반과정,공학계열,화공・고분자・에너지,화학공학,
부산대학교,공과대학,환경공학과,,부산,금정구,주간,일반과정,공학계열,건설,환경공학,
부산대학교,공과대학,건축공학과,,부산,금정구,주간,일반과정,공학계열,건설,건축공학,
부산대학교,공과대학,건축학과(5년제),,부산,금정구,주간,일반과정,공학계열,건설,건축학,
부산대학교,공과대학,고분자공학과,,부산,금정구,주간,일반과정,공학계열,화공・고분자・에너지,고분자공학,
부산대학교,공과대학,기계공학부,,부산,금정구,주간,일반과정,공학계열,기계,기계공학,
부산대학교,공과대학,도시공학과,,부산,금정구,주간,일반과정,공학계열,건설,도시공학,
부산대학교,공과대학,발전공학과,,부산,금정구,야간,계약학과,공학계열,N.C.E,N.C.E.,
부산대학교,공과대학,사회기반시스템공학과,,부산,금정구,주간,일반과정,공학계열,건설,토목공학,
부산대학교,공과대학,산업공학과,,부산,금정구,주간,일반과정,공학계열,산업・안전,산업공학,
부산대학교,공과대학,유기소재시스템공학과,,부산,금정구,주간,일반과정,공학계열,화공・고분자・에너지,섬유공학,
부산대학교,공과대학,재료공학부,,부산,금정구,주간,일반과정,공학계열,재료,재료공학,
부산대학교,공과대학,전기전자공학부 반도체공학전공,,부산,금정구,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
부산대학교,공과대학,전기전자공학부 전기공학전공,,부산,금정구,주간,일반과정,공학계열,전기・전자・컴퓨터,전기공학,
부산대학교,공과대학,전기전자공학부 전자공학전공,,부산,금정구,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,
부산대학교,공과대학,조선·해양공학과,,부산,금정구,주간,일반과정,공학계열,기계,조선・해양공학,
부산대학교,공과대학,조선・해양공학과,,부산,금정구,야간,계약학과,공학계열,기계,조선・해양공학,
부산대학교,공과대학,항공우주공학과,,부산,금정구,주간,일반과정,공학계열,기계,항공・우주공학,
부산대학교,공과대학,화공생명.환경공학부,,부산,금정구,주간,일반과정,공학계열,화공・고분자・에너지,화학공학,
부산대학교,나노과학기술대학,광메카트로닉스공학과,,경남,밀양시,주간,일반과정,공학계열,기계,메카트로닉스공학,
부산대학교,나노과학기술대학,나노메카트로닉스공학과,,경남,밀양시,주간,일반과정,공학계열,기계,메카트로닉스공학,
부산대학교,나노과학기술대학,나노에너지공학과,,경남,밀양시,주간,일반과정,공학계열,화공・고분자・에너지,에너지공학,
부산대학교,사범대학,교육학과,,부산,금정구,주간,일반과정,인문사회계열,교육,교육학,
부산대학교,사범대학,국어교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,언어교육,
부산대학교,사범대학,독어교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,언어교육,
부산대학교,사범대학,물리교육과,,부산,금정구,주간,일반과정,자연과학계열,교육,자연과학교육,
부산대학교,사범대학,불어교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,언어교육,
부산대학교,사범대학,생물교육과,,부산,금정구,주간,일반과정,자연과학계열,교육,자연과학교육,
부산대학교,사범대학,수학교육과,,부산,금정구,주간,일반과정,자연과학계열,교육,자연과학교육,
부산대학교,사범대학,역사교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,사회과교육,
부산대학교,사범대학,영어교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,언어교육,
부산대학교,사범대학,유아교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,유아교육 ,
부산대학교,사범대학,윤리교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,사회과교육,
부산대학교,사범대학,일반사회교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,사회과교육,
부산대학교,사범대학,지구과학교육과,,부산,금정구,주간,일반과정,자연과학계열,교육,자연과학교육,
부산대학교,사범대학,지리교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,사회과교육,
부산대학교,사범대학,체육교육과,,부산,금정구,주간,일반과정,예체능계열,교육,예술・체육교육,
부산대학교,사범대학,특수교육과,,부산,금정구,주간,일반과정,인문사회계열,교육,특수교육,
부산대학교,사범대학,화학교육과,,부산,금정구,주간,일반과정,자연과학계열,교육,자연과학교육,
부산대학교,사회과학대학,문헌정보학과,,부산,금정구,주간,일반과정,인문사회계열,사회과학,문헌정보학,
부산대학교,사회과학대학,미디어커뮤니케이션학과,,부산,금정구,주간,일반과정,인문사회계열,사회과학,언론・방송・매체학,
부산대학교,사회과학대학,사회복지학과,,부산,금정구,주간,일반과정,인문사회계열,사회과학,사회복지학,
부산대학교,사회과학대학,사회학과,,부산,금정구,주간,일반과정,인문사회계열,사회과학,사회학,
부산대학교,사회과학대학,심리학과,,부산,금정구,주간,일반과정,인문사회계열,사회과학,심리학,
부산대학교,사회과학대학,정치외교학과,,부산,금정구,주간,일반과정,인문사회계열,사회과학,정치외교학,
부산대학교,사회과학대학,행정학과,,부산,금정구,주간,일반과정,인문사회계열,사회과학,행정학,
부산대학교,생명자원과학대학,IT응용공학과,,경남,밀양시,주간,일반과정,공학계열,전기・전자・컴퓨터,N.C.E.,
부산대학교,생명자원과학대학,동물생명자원과학과,,경남,밀양시,주간,일반과정,자연과학계열,농림・수산,축산학,
부산대학교,생명자원과학대학,바이오산업기계공학과,,경남,밀양시,주간,일반과정,공학계열,기계,기계공학,
부산대학교,생명자원과학대학,바이오소재과학과,,경남,밀양시,주간,일반과정,공학계열,재료,신소재공학,
부산대학교,생명자원과학대학,바이오환경에너지학과,,경남,밀양시,주간,일반과정,자연과학계열,화학・생명과학・환경,환경학,
부산대학교,생명자원과학대학,생명환경화학과,,경남,밀양시,주간,일반과정,자연과학계열,화학・생명과학・환경,화학,
부산대학교,생명자원과학대학,식물생명과학과,,경남,밀양시,주간,일반과정,자연과학계열,농림・수산,작물・원예학,
부산대학교,생명자원과학대학,식품공학과,,경남,밀양시,주간,일반과정,자연과학계열,농림・수산,식품공학,
부산대학교,생명자원과학대학,식품자원경제학과,,경남,밀양시,주간,일반과정,인문사회계열,경영・경제,경제학,
부산대학교,생명자원과학대학,원예생명과학과,,경남,밀양시,주간,일반과정,자연과학계열,농림・수산,작물・원예학,
부산대학교,생명자원과학대학,조경학과,,경남,밀양시,주간,일반과정,공학계열,건설,조경학,
부산대학교,생활과학대학,스포츠과학과,,부산,금정구,주간,일반과정,예체능계열,무용・체육,체육,
부산대학교,생활과학대학,식품영양학과,,부산,금정구,주간,일반과정,자연과학계열,생활과학,식품영양학,
부산대학교,생활과학대학,실내환경디자인학과,,부산,금정구,주간,일반과정,자연과학계열,생활과학,주거학,
부산대학교,생활과학대학,아동가족학과,,부산,금정구,주간,일반과정,인문사회계열,사회과학,아동・가족학,
부산대학교,생활과학대학,의류학과,,부산,금정구,주간,일반과정,자연과학계열,생활과학,의류・의상학,
부산대학교,약학대학,약학부(통합6년제),,부산,금정구,주간,일반과정,자연과학계열,약학,약학,
부산대학교,약학대학,약학전공(통합6년제),,부산,금정구,주간,일반과정,자연과학계열,약학,약학,
부산대학교,약학대학,제약학전공(통합6년제),,부산,금정구,주간,일반과정,자연과학계열,약학,약학,
부산대학교,예술대학,디자인학과,,부산,금정구,주간,일반과정,예체능계열,미술,디자인,
부산대학교,예술대학,무용학과,,부산,금정구,주간,일반과정,예체능계열,무용・체육,무용,
부산대학교,예술대학,무용학과 발레전공,,부산,금정구,주간,일반과정,예체능계열,무용・체육,무용,
부산대학교,예술대학,무용학과 한국무용전공,,부산,금정구,주간,일반과정,예체능계열,무용・체육,무용,
부산대학교,예술대학,무용학과 현대무용전공,,부산,금정구,주간,일반과정,예체능계열,무용・체육,무용,
부산대학교,예술대학,미술학과,,부산,금정구,주간,일반과정,예체능계열,미술,미술학,
부산대학교,예술대학,예술문화영상학과,,부산,금정구,주간,일반과정,예체능계열,N.C.E,N.C.E.,
부산대학교,예술대학,음악학과,,부산,금정구,주간,일반과정,예체능계열,음악,음악학,
부산대학교,예술대학,음악학과 관현악전공,,부산,금정구,주간,일반과정,예체능계열,음악,기악,
부산대학교,예술대학,음악학과 성악전공,,부산,금정구,주간,일반과정,예체능계열,음악,성악,
부산대학교,예술대학,음악학과 작곡전공,,부산,금정구,주간,일반과정,예체능계열,음악,작곡,
