대학명,학과명,학점,모집인원,경쟁률
경희대학교,영어영문학과,1.88,3,12.7
경희대학교,응용영어통번역학과,2.12,3,10.3
경희대학교,철학과,1.69,3,9.3
경희대학교,미술학부,X,X,X
경희대학교,융합바이오・신소재공학과,1.77,13,7.5
경희대학교,스마트팜과학과,1.95,8,6.1
경희대학교,식품생명공학과,1.92,9,8.4
경희대학교,유전생명공학과,1.65,9,6.6
경희대학교,식품영양학과,1.72,3,8.7
경희대학교,아동가족학과,2.31,6,9.7
경희대학교,의상학과,2.09,4,7.5
경희대학교,주거환경학과,1.93,4,9
경희대학교,컴퓨터공학부 인공지능학과,1.57,2,18.5
경희대학교,컴퓨터공학부 컴퓨터공학과,1.72,2,9
경희대학교,소프트웨어융합학과,1.94,2,8
경희대학교,컴퓨터공학부,X,X,X
경희대학교,약과학과,1.52,6,8.7
경희대학교,약학과(2+4년제),X,X,X
경희대학교,약학과(6년제),1.17,8,19.9
경희대학교,한약학과,1.52,5,9.8
경희대학교,PostModern음악학과,X,X,X
경희대학교,도예학과,1.9,2,7
경희대학교,디지털콘텐츠학과,1.44,1,13
경희대학교,산업디자인학과,1.5,1,7
경희대학교,시각디자인학과,1.5,1,10
경희대학교,연극영화학과,X,X,X
경희대학교,의류디자인학과,2.7,1,9
경희대학교,환경조경디자인학과,X,1,7
경희대학교,글로벌커뮤니케이션학부,2.05,2,7
경희대학교,러시아어학과,2.2,2,7.5
경희대학교,스페인어학과,1.97,2,9.5
경희대학교,일본어학과,1.96,2,11
경희대학교,중국어학과,2.15,2,30
경희대학교,프랑스어학과,2.04,2,6.5
경희대학교,한국어학과,3.76,3,4
경희대학교,기악과,X,X,X
경희대학교,성악과,X,X,X
경희대학교,작곡과,X,X,X
경희대학교,우주과학과,2,2,7
경희대학교,응용물리학과,1.87,3,9.7
경희대학교,응용수학과,1.79,3,5.7
경희대학교,응용화학과,1.67,4,7.5
경희대학교,의예과(자연계열),X,X,X
경희대학교,의학과,1,22,6.9
경희대학교,물리학과,1.8,3,8.7
경희대학교,생물학과,1.52,10,8.9
경희대학교,수학과,1.68,6,6
경희대학교,지리학과,2,4,9.5
경희대학교,지리학과(자연계열),2,3,10.7
경희대학교,화학과,1.52,8,7.3
경희대학교,미래정보디스플레이학부,1.57,7,7.1
경희대학교,생체의공학과,1.75,2,9.5
경희대학교,전자정보공학부 반도체공학과,X,X,X
경희대학교,전자정보공학부 전자공학과,1.63,2,7.5
경희대학교,경제학과,1.84,12,9.3
경희대학교,국제통상・금융투자학부,X,X,X
경희대학교,무역학과,1.89,12,10.8
경희대학교,미디어학과,2.77,12,7.6
경희대학교,사회학과,1.86,8,8.4
경희대학교,정치외교학과,1.76,5,11.2
경희대학교,행정학과,1.83,11,9.3
경희대학교,골프산업학과,4.75,1,3
경희대학교,스포츠의학과,1.5,2,7
경희대학교,스포츠지도학과,3.36,1,7
경희대학교,체육학과,1.3,5,6
경희대학교,태권도학과,2.1,1,12
경희대학교,치의예과(자연계열),X,X,X
경희대학교,치의학과,1.27,16,12.3
경희대학교,한의예과(자연계열),X,X,X
경희대학교,한의학과,1.42,8,15.4
경희대학교,Hospitality경영학과,1.04,3,12
경희대학교,관광・엔터테인먼트학부,2.04,13,6.5
경희대학교,글로벌Hospitality・관광학과,1.84,7,7.7
경희대학교,문화관광산업학과,X,X,X
경희대학교,조리&푸드디자인학과,X,X,X
경희대학교,조리산업학과,3.6,3,7
경희대학교,교양과정(국제),X,X,X
경희대학교,교양과정(서울),X,X,X
고려대학교,간호학과,1.72,9,12.33
고려대학교,경영학과,1.22,82,11.23
고려대학교,공과대학,X,X,X
고려대학교,건축사회환경공학부,1.56,16,13.56
고려대학교,건축학과,1.53,7,13
고려대학교,기계공학부,1.46,25,10.4
고려대학교,반도체공학과,1.22,10,11.4
고려대학교,산업경영공학부,1.35,10,10.3
고려대학교,신소재공학부,1.32,30,10.97
고려대학교,융합에너지공학과,1.32,7,15.14
고려대학교,전기전자공학부,1.31,45,10.04
고려대학교,차세대통신학과,1.37,10,11.7
고려대학교,화공생명공학과,1.25,19,12.53
고려대학교,국제학부,1.53,5,17.6
고려대학교,글로벌자율학부,X,X,X
고려대학교,글로벌한국융합학부,X,X,X
고려대학교,디자인조형학부,X,X,X
고려대학교,국어국문학과,1.46,10,10
고려대학교,노어노문학과,1.55,7,8.86
고려대학교,독어독문학과,1.62,6,9.83
고려대학교,불어불문학과,1.63,7,11.14
고려대학교,사학과,1.53,9,8.22
고려대학교,사회학과,1.31,15,11.07
고려대학교,서어서문학과,1.46,9,9
고려대학교,언어학과,1.45,5,11.6
고려대학교,영어영문학과,1.41,21,8.86
고려대학교,일어일문학과,1.6,7,8.86
고려대학교,중어중문학과,1.51,10,11.7
고려대학교,철학과,1.45,9,10
고려대학교,한국사학과,1.54,5,8.8
고려대학교,한문학과,1.62,5,10
고려대학교,미디어학부,1.34,13,12.85
고려대학교,글로벌엔터테인먼트학부,X,X,X
고려대학교,바이오시스템의과학부,1.43,13,14.31
고려대학교,바이오의공학부,1.44,13,15.69
고려대학교,보건정책관리학부,1.48,14,10.71
고려대학교,보건환경융합과학부,1.47,22,14.14
고려대학교,가정교육과,1.56,7,11
고려대학교,교육학과,1.36,11,9.45
고려대학교,국어교육과,1.32,10,10.2
고려대학교,수학교육과,1.3,7,11.57
고려대학교,역사교육과,1.35,7,11.57
고려대학교,영어교육과,1.36,12,8.42
고려대학교,지리교육과,1.46,8,10.63
고려대학교,체육교육과,1.39,10,14.5
고려대학교,생명공학부,1.27,21,14.38
고려대학교,생명과학부,1.26,18,13.61
고려대학교,식품공학과,1.38,10,11.8
고려대학교,식품자원경제학과,1.41,11,10
고려대학교,환경생태공학부,1.39,14,16.43
고려대학교,스마트모빌리티학부,1.28,20,8.9
고려대학교,사이버국방학과,X,X,X
고려대학교,스마트보안학부,1.39,10,12.2
고려대학교,심리학부,1.36,10,10.2
고려대학교,의예과,1.06,18,23.44
고려대학교,의학과,X,X,X
고려대학교,물리학과,1.43,10,11.2
고려대학교,수학과,1.44,10,12.3
고려대학교,지구환경과학과,1.51,8,12.75
고려대학교,화학과,1.37,10,11.6
고려대학교,자유전공학부,1.37,18,12.83
고려대학교,경제학과,1.3,27,9.04
고려대학교,정경대학,X,X,X
고려대학교,정치외교학과,1.33,15,11.47
고려대학교,통계학과,1.31,14,9.79
고려대학교,행정학과,1.3,14,10
고려대학교,데이터과학과,1.4,10,13.3
고려대학교,컴퓨터학과,1.28,26,13.31
고려대학교,인공지능학과,X,X,X
고려대학교,학부대학,X,X,X
국민대학교,건축학부,2.22,13,10.69
국민대학교,건축설계전공,2.22,13,10.69
국민대학교,건축시스템전공,2.22,13,10.69
국민대학교,경제학과,2.18,15,7.2
국민대학교,국제통상학과,2.25,17,6.88
국민대학교,경영학부,2.12,46,6.78
국민대학교,AI빅데이터융합경영학과,2.07,10,11.2
국민대학교,경영정보전공,2.11,16,6.5
국민대학교,경영정보학부,2.11,16,6.5
국민대학교,경영학전공,2.12,46,6.78
국민대학교,글로벌경영전공,X,X,X
국민대학교,기업경영전공,X,X,X
국민대학교,기업경영학부,X,X,X
국민대학교,재무금융전공,2.12,46,6.78
국민대학교,회계학전공,2.12,46,6.78
국민대학교,회계세무학과,X,X,X
국민대학교,나노소재전공,2.14,14,8.21
국민대학교,나노전자물리학과,2.16,10,11.2
국민대학교,바이오발효융합학과,2.15,11,9.09
국민대학교,바이오의약전공,2.01,11,9.55
국민대학교,산림환경시스템학과,2.25,12,11.08
국민대학교,식품영양학과,2.14,11,7.91
국민대학교,응용화학부,2.14,14,8.21
국민대학교,임산생명공학과,2.26,11,11.27
국민대학교,정보보안암호수학과,2.25,11,10.82
국민대학교,국어국문학전공,2.19,14,8.07
국민대학교,글로벌커뮤니케이션영어전공,2.08,22,8.18
국민대학교,글로벌한국어전공,2.19,14,8.07
국민대학교,영미어문전공,2.08,22,8.18
국민대학교,영어영문학부,2.08,22,8.18
국민대학교,중국어문전공,2.26,17,6.82
국민대학교,중국정경전공,2.26,17,6.82
국민대학교,중국학부,2.26,17,6.82
국민대학교,한국어문학부,2.19,14,8.07
국민대학교,한국역사학과,2.13,10,14.2
국민대학교,법학부,2.2,44,6.25
국민대학교,공법학전공,2.2,44,6.25
국민대학교,기업융합법학과,X,X,X
국민대학교,사법학전공,2.2,44,6.25
국민대학교,광고홍보학전공,1.96,10,10.4
국민대학교,교육학과,1.91,7,8.57
국민대학교,러시아・유라시아학과,2.38,10,7.1
국민대학교,미디어·광고학부,1.96,10,10.4
국민대학교,미디어전공,1.96,10,10.4
국민대학교,사회학과,2.13,10,10.8
국민대학교,일본학과,2.33,10,10
국민대학교,정치외교학과,2.02,10,9
국민대학교,행정학과,2.11,15,8.27
국민대학교,소프트웨어전공,1.92,25,11.16
국민대학교,소프트웨어학부,1.92,25,11.16
국민대학교,인공지능전공,1.91,11,11
국민대학교,인공지능학부,1.91,11,11
국민대학교,공연예술학부,X,X,X
국민대학교,관현악전공,X,X,X
국민대학교,무용전공,X,X,X
국민대학교,미술학부,X,X,X
국민대학교,성악전공,X,X,X
국민대학교,연극전공,X,X,X
국민대학교,영화전공,X,X,X
국민대학교,음악학부,X,X,X
국민대학교,입체미술전공,X,X,X
국민대학교,작곡전공,X,X,X
국민대학교,피아노전공,X,X,X
국민대학교,회화전공,X,X,X
국민대학교,미래모빌리티학과,1.81,10,13.9
국민대학교,자동차IT융합학과,2.01,12,10.5
국민대학교,자동차공학과,1.86,14,11
국민대학교,자동차융합대학,X,X,X
국민대학교,AI디자인학과,X,X,X
국민대학교,공간디자인학과,X,X,X
국민대학교,공업디자인학과,X,X,X
국민대학교,금속공예학과,X,X,X
국민대학교,도자공예학과,X,X,X
국민대학교,시각디자인학과,X,X,X
국민대학교,영상디자인학과,X,X,X
국민대학교,의상디자인학과,X,X,X
국민대학교,자동차•운송디자인학과,X,X,X
국민대학교,지능형ICT융합전공,2.28,8,13.5
국민대학교,건설시스템공학부,2.3,14,10.21
국민대학교,건설시스템공학전공,2.3,14,10.21
국민대학교,기계공학부,2.11,22,12.36
국민대학교,기계공학전공,2.11,22,12.36
국민대학교,기계금속재료전공,2.11,22,12.36
국민대학교,신소재공학부,2.09,20,10.8
국민대학교,전자공학부,2.04,35,11.23
국민대학교,전자화학재료전공,2.01,11,9.55
국민대학교,지능전자공학전공,2.04,35,11.23
국민대학교,지능형반도체융합전자전공,2.14,15,12
국민대학교,스포츠건강재활학과,X,X,X
국민대학교,스포츠교육학과,X,X,X
국민대학교,스포츠산업레저학과,X,X,X
단국대학교,SW융합학부,X,X,X
단국대학교,SW융합학부 SW융합경제경영전공,X,X,X
단국대학교,SW융합학부 SW융합바이오전공,X,X,X
단국대학교,SW융합학부 SW융합법학전공,X,X,X
단국대학교,SW융합학부 SW융합콘텐츠전공,X,X,X
단국대학교,SW융합학부 글로벌SW융합전공,X,X,X
단국대학교,사이버보안학과,2.34,4,9.25
단국대학교,소프트웨어학과,2.21,8,6.88
단국대학교,컴퓨터공학과,3.3,6,6.67
단국대학교,통계데이터사이언스학과,2.35,5,8
단국대학교,경영학부,2.17,12,18.75
단국대학교,경영학부 경영학전공,2.17,12,18.75
단국대학교,경영학부 회계학전공,2.17,12,18.75
단국대학교,경제학과,2.36,4,10.75
단국대학교,국제학부 국제경영학전공,X,X,X
단국대학교,무역학과,2.47,5,9
단국대학교,산업경영학과,X,X,X
단국대학교,건축학부,2.39,5,13.8
단국대학교,건축학부 건축공학전공,2.39,5,13.8
단국대학교,건축학부 건축학전공,2.56,7,7.57
단국대학교,고분자공학전공,2.16,6,8.5
단국대학교,고분자시스템공학부,2.16,6,8.5
단국대학교,고분자시스템공학부 고분자공학전공,2.16,6,8.5
단국대학교,고분자시스템공학부 파이버융합소재공학전공,2.34,6,12.83
단국대학교,기계공학과,2.42,8,9.13
단국대학교,융합반도체공학과,2.33,6,11.5
단국대학교,융합시스템공학전공,X,X,X
단국대학교,전자전기공학과,2.25,8,10.13
단국대학교,토목환경공학과,2.56,8,11.5
단국대학교,화학공학과,2.21,10,13.2
단국대학교,국어국문학과,2.58,4,11
단국대학교,사학과,2.66,4,8.75
단국대학교,영미인문학과,2.23,4,8
단국대학교,철학과,2.24,3,11.67
단국대학교,법학과,2.33,7,9.86
단국대학교,과학교육과,2.12,7,10.29
단국대학교,교직교육과,X,X,X
단국대학교,수학교육과,2.1,4,7.75
단국대학교,체육교육과,3.73,10,42.5
단국대학교,특수교육과,2.55,6,8.33
단국대학교,한문교육과,2.43,4,9
단국대학교,광고홍보전공,X,X,X
단국대학교,도시계획부동산학부,2.68,5,9.4
단국대학교,도시지역계획학전공,2.68,5,9.4
단국대학교,미디어커뮤니케이션학부,2.93,4,9
단국대학교,부동산학전공,2.68,5,9.4
단국대학교,상담학과,2.49,3,8.67
단국대학교,영상콘텐츠전공,X,X,X
단국대학교,저널리즘전공,X,X,X
단국대학교,정치외교학과,2.62,4,9.75
단국대학교,행정학과,2.73,4,23.5
단국대학교,공연영화학부,X,X,X
단국대학교,공연영화학부 뮤지컬전공,X,X,X
단국대학교,공연영화학부 연극전공,X,X,X
단국대학교,공연영화학부 영화전공,X,X,X
단국대학교,도예과,X,X,X
단국대학교,디자인학부,X,X,X
단국대학교,디자인학부 커뮤니케이션디자인전공,X,X,X
단국대학교,디자인학부 패션산업디자인전공,X,X,X
단국대학교,무용과,X,X,X
단국대학교,음악학부,X,X,X
단국대학교,음악학부 관현악전공,X,X,X
단국대학교,음악학부 국악전공,X,X,X
단국대학교,음악학부 성악전공,X,X,X
단국대학교,음악학부 작곡전공,X,X,X
단국대학교,음악학부 피아노전공,X,X,X
단국대학교,글로벌기초교육학부,X,X,X
단국대학교,바이오소재융합공학과,X,X,X
단국대학교,연기영상예술학과,X,X,X
단국대학교,한국학과,X,X,X
단국대학교,국제경영학과,X,X,X
단국대학교,모바일시스템공학과,X,X,X
단국대학교,첨단인재융합학부,X,X,X
단국대학교,미래사회혁신인재융합학부,X,X,X
동국대학교,경영정보학과,2.24,7,14.57
동국대학교,경영학과,2.35,10,24.9
동국대학교,회계학과,2.35,7,9.86
동국대학교,경찰행정학부,1.87,6,14.67
동국대학교,건축학전공,2.28,8,9.63
동국대학교,건설환경공학과,2.4,8,9.13
동국대학교,건축공학부,2.28,8,9.63
동국대학교,건축공학전공,2.28,8,9.63
동국대학교,기계로봇에너지공학과,2.24,11,13.91
동국대학교,산업시스템공학과,2.07,8,11.25
동국대학교,에너지신소재공학과,2.03,5,15.2
동국대학교,전자전기공학부,2.22,13,15.38
동국대학교,정보통신공학과,2.07,7,16.71
동국대학교,화공생물공학과,1.77,9,20.67
동국대학교,국어국문문예창작학부,2.36,3,10.67
동국대학교,국어국문학전공,2.36,3,10.67
동국대학교,문예창작학전공,2.36,3,10.67
동국대학교,사학과,2.01,4,13.75
동국대학교,영어영문학부,2.18,7,9.29
동국대학교,영어영문학부 영어문학전공,2.18,7,9.29
동국대학교,영어영문학부 영어통번역학전공,2.18,7,9.29
동국대학교,일본학과,2.44,3,7.67
동국대학교,중어중문학과,2.53,5,9.6
동국대학교,철학과,2.35,2,17.5
동국대학교,뉴미디어한국어문화전공,X,X,X
동국대학교,글로벌무역학과,X,X,X
동국대학교,사회복지상담학과,X,X,X
동국대학교,융합보안학과,X,X,X
동국대학교,바이오환경과학과,2.05,7,15.86
동국대학교,생명과학과,1.93,7,16.14
동국대학교,식품생명공학과,2.38,7,19.43
동국대학교,의생명공학과,2.03,5,9.4
동국대학교,바이오시스템대학(광역화 모집단위),1.95,9,15.33
동국대학교,법학과,2.02,8,12.25
동국대학교,문화유산학과,2.23,3,6
동국대학교,불교학부,3.13,3,6
동국대학교,가정교육과,2.25,7,11.71
동국대학교,교육학과,1.98,4,16.25
동국대학교,국어교육과,2.16,6,13.83
동국대학교,수학교육과,2.02,4,9.5
동국대학교,역사교육과,2.13,7,8.57
동국대학교,지리교육과,2.51,7,9.71
동국대학교,체육교육과,X,X,X
동국대학교,경제학과,2.12,8,12.75
동국대학교,광고홍보학과,2.24,6,14.83
동국대학교,국제통상학과,2.33,6,13.67
동국대학교,사회복지학과,2.1,3,8
동국대학교,사회언론정보학부 미디어커뮤니케이션학전공,1.93,6,18.83
동국대학교,사회언론정보학부 사회학전공,2.28,4,10.75
동국대학교,식품산업관리학과,2.21,3,8
동국대학교,정치행정학부 북한학 전공,2.69,3,8.33
동국대학교,정치행정학부 정치외교학 전공,2.11,5,10.6
동국대학교,정치행정학부 행정학전공,2.15,5,9.6
동국대학교,약학과,1.14,4,39.5
동국대학교,뮤지컬전공,X,X,X
동국대학교,미술학부,X,X,X
동국대학교,불교미술전공,X,X,X
동국대학교,서양화전공,X,X,X
동국대학교,스포츠문화학과,X,X,X
동국대학교,연극전공,X,X,X
동국대학교,연극학부,X,X,X
동국대학교,영화영상학과,1.68,3,14.33
동국대학교,조소전공,X,X,X
동국대학교,한국음악과,X,X,X
동국대학교,한국화전공,X,X,X
동국대학교,물리학과,2.65,3,14.67
동국대학교,물리학전공,2.65,3,14.67
동국대학교,반도체과학전공,2.11,6,14.33
동국대학교,수학과,2.33,4,15.25
동국대학교,통계학과,2.33,4,12
동국대학교,화학과,2.05,4,18.75
동국대학교,지능IoT,X,X,X
동국대학교,시스템반도체학부,2.11,6,14.33
동국대학교,컴퓨터・AI학부,2,9,14.11
대구과학기술원(DGIST),교양학부,X,X,X
대구과학기술원(DGIST),기초학부,X,X,X
대구과학기술원(DGIST),반도체공학과,X,X,X
부산대학교,간호학과,1.96,19,10.58
부산대학교,경영학과,2.09,81,10.37
부산대학교,경제학부,2.21,33,11.21
부산대학교,공공정책학부,2.38,20,12
부산대학교,관광컨벤션학과,2.4,12,14.25
부산대학교,국제학부,2.32,6,13
부산대학교,무역학부,2.38,21,14.43
부산대학교,한국·동아시아학전공,3.01,6,7.33
부산대학교,화공생명공학과,1.71,19,14.89
부산대학교,환경공학과,1.71,19,14.89
부산대학교,건축공학과,2.27,12,10.42
부산대학교,건축학과(5년제),1.91,12,16.5
부산대학교,고분자공학과,2.16,15,11.07
부산대학교,기계공학부,2.08,83,8.04
부산대학교,도시공학과,2.32,9,11
부산대학교,발전공학과,X,X,X
부산대학교,사회기반시스템공학과,2.39,24,11.17
부산대학교,산업공학과,2.11,12,10.42
부산대학교,유기소재시스템공학과,2.42,12,9.08
부산대학교,재료공학부,2.14,39,9.51
부산대학교,전기전자공학부 반도체공학전공,1.86,60,9.77
부산대학교,전기전자공학부 전기공학전공,1.86,60,9.77
부산대학교,전기전자공학부 전자공학전공,1.86,60,9.77
부산대학교,조선·해양공학과,2.37,16,11
부산대학교,조선・해양공학과,2.37,16,11
부산대학교,항공우주공학과,2.04,10,11.7
부산대학교,화공생명.환경공학부,1.71,19,14.89
부산대학교,광메카트로닉스공학과,2.62,17,8.88
부산대학교,나노메카트로닉스공학과,2.83,15,8.4
부산대학교,나노에너지공학과,2.64,15,8.6
부산대학교,교육학과,1.93,6,11.83
부산대학교,국어교육과,1.77,8,10.13
부산대학교,독어교육과,2.33,6,8.83
부산대학교,물리교육과,2.08,6,10.33
부산대학교,불어교육과,2.48,6,7.67
부산대학교,생물교육과,1.62,6,12.33
부산대학교,수학교육과,1.6,9,14.11
부산대학교,역사교육과,1.71,6,11.33
부산대학교,영어교육과,1.82,10,10.6
부산대학교,유아교육과,1.91,6,13
부산대학교,윤리교육과,2.05,6,9.17
부산대학교,일반사회교육과,1.79,6,17
부산대학교,지구과학교육과,1.95,6,11.17
부산대학교,지리교육과,2.04,6,10.17
부산대학교,체육교육과,2.18,6,21
부산대학교,특수교육과,2.01,10,10.2
부산대학교,화학교육과,1.86,6,10.83
부산대학교,문헌정보학과,2.21,9,11
부산대학교,미디어커뮤니케이션학과,2,12,13.33
부산대학교,사회복지학과,2.18,9,10.78
부산대학교,사회학과,2.2,11,11
부산대학교,심리학과,1.92,11,10.45
부산대학교,정치외교학과,2.25,12,10.17
부산대학교,행정학과,2.06,17,9.71
부산대학교,IT응용공학과,2.97,12,8.17
부산대학교,동물생명자원과학과,3.01,15,8.27
부산대학교,바이오산업기계공학과,3.09,14,8.29
부산대학교,바이오소재과학과,3.18,14,9.07
부산대학교,바이오환경에너지학과,3,15,9.53
부산대학교,생명환경화학과,2.88,14,9
부산대학교,식물생명과학과,2.92,16,9
부산대학교,식품공학과,2.74,15,8.47
부산대학교,식품자원경제학과,2.98,16,7.94
부산대학교,원예생명과학과,2.95,16,9.25
부산대학교,조경학과,2.89,13,11.77
부산대학교,스포츠과학과,2.62,8,13.5
부산대학교,식품영양학과,2.43,12,10.92
부산대학교,실내환경디자인학과,2.38,9,14.11
부산대학교,아동가족학과,2.49,10,12.3
부산대학교,의류학과,2.53,12,11.25
부산대학교,약학부(통합6년제),1.16,15,18.07
부산대학교,약학전공(통합6년제),1.16,15,18.07
부산대학교,제약학전공(통합6년제),1.16,15,18.07
부산대학교,디자인학과,X,X,X
부산대학교,무용학과,X,X,X
부산대학교,무용학과 발레전공,X,X,X
부산대학교,무용학과 한국무용전공,X,X,X
부산대학교,무용학과 현대무용전공,X,X,X
부산대학교,미술학과,X,X,X
부산대학교,예술문화영상학과,X,X,X
부산대학교,음악학과,X,X,X
부산대학교,음악학과 관현악전공,X,X,X
부산대학교,음악학과 성악전공,X,X,X
부산대학교,음악학과 작곡전공,X,X,X
부산대학교,음악학과 피아노전공,X,X,X
부산대학교,조형학과,X,X,X
부산대학교,조형학과 가구목조형전공,X,X,X
부산대학교,조형학과 도예전공,X,X,X
부산대학교,조형학과 섬유금속전공,X,X,X
부산대학교,한국음악학과,X,X,X
부산대학교,한국음악학과 관악・타악전공,X,X,X
부산대학교,한국음악학과 이론・작곡전공,X,X,X
부산대학교,한국음악학과 현악・성악전공,X,X,X
부산대학교,디자인학과(디자인앤테크놀로지전공),X,X,X
부산대학교,디자인학과(시각디자인전공),X,X,X
부산대학교,디자인학과(애니메이션전공),X,X,X
부산대학교,서양화전공,X,X,X
부산대학교,조소전공,X,X,X
부산대학교,한국화전공,X,X,X
부산대학교,의예과,1.1,20,13.4
부산대학교,의학과,1.1,20,13.4
부산대학교,고고학과,2.67,8,10.38
부산대학교,국어국문학과,2.43,19,8.26
부산대학교,노어노문학과,2.63,12,10.17
부산대학교,독어독문학과,2.66,14,8.86
부산대학교,불어불문학과,2.71,14,8
부산대학교,사학과,2.21,12,12.33
부산대학교,언어정보학과,2.46,12,11.17
부산대학교,영어영문학과,2.27,26,9.12
부산대학교,일어일문학과,2.55,17,9.88
부산대학교,중어중문학과,2.5,17,10.12
부산대학교,철학과,2.54,12,10.92
부산대학교,한문학과,2.78,10,7.7
부산대학교,대기환경과학과,2.45,10,14.6
부산대학교,물리학과,2.43,17,11.24
부산대학교,미생물학과,2.16,12,10.25
부산대학교,분자생물학과,2.14,12,10.83
부산대학교,생명과학과,2.01,15,11.6
부산대학교,수학과,2.1,15,9.07
부산대학교,지질환경과학과,2.56,14,12.21
부산대학교,통계학과,2.11,14,12.57
부산대학교,해양학과,2.44,11,14.82
부산대학교,화학과,2.02,18,13.44
부산대학교,데이터사이언스전공,2.19,14,11.57
부산대학교,의생명공학전공,2.19,14,11.57
부산대학교,의생명융합공학부,2.19,14,11.57
부산대학교,정보컴퓨터공학부,1.94,31,13.61
부산대학교,정보컴퓨터공학부 인공지능전공,1.94,31,13.61
부산대학교,정보컴퓨터공학부 컴퓨터공학전공,1.94,31,13.61
부산대학교,첨단융합학부(정보의생명공학자율전공),X,X,X
부산대학교,글로벌자유전공학부,2.34,14,14.64
부산대학교,첨단융합학부(공학자율전공),X,X,X
부산대학교,첨단융합학부(나노자율전공),X,X,X
국립부경대학교,경영학부,3,61,5.72
국립부경대학교,경영학전공,3,61,5.72
국립부경대학교,관광경영학전공,X,X,X
국립부경대학교,국제경영학전공,X,X,X
국립부경대학교,국제무역물류학전공,X,X,X
국립부경대학교,국제통상학부,3,39,5.31
국립부경대학교,국제통상학전공,3,39,5.31
국립부경대학교,스마트국제물류융합전공,X,X,X
국립부경대학교,스마트항만물류융합전공,X,X,X
국립부경대학교,회계재무학전공,X,X,X
국립부경대학교,경영대학자유전공학부,X,X,X
국립부경대학교,고분자・화학소재공학부,3,41,3.49
국립부경대학교,에너지화학소재공학전공,3,41,3.49
국립부경대학교,건축공학과,3,15,5.6
국립부경대학교,고분자공학전공,3,41,3.49
국립부경대학교,금속공학전공,X,X,X
국립부경대학교,기계공학부,3,71,4.11
국립부경대학교,기계공학전공,3,71,4.11
국립부경대학교,기계설계공학전공,3,71,4.11
국립부경대학교,기계시스템공학전공,3,71,4.11
국립부경대학교,기술・데이터공학전공,X,X,X
국립부경대학교,나노융합공학전공,4,48,4.21
국립부경대학교,나노융합반도체공학부,4,48,4.21
국립부경대학교,냉동공조공학전공,X,X,X
국립부경대학교,디스플레이반도체공학전공,4,48,4.21
국립부경대학교,미래형자동차융합전공,X,X,X
국립부경대학교,산업경영공학전공,4,43,4.21
국립부경대학교,생태공학전공,3,12,6.25
국립부경대학교,소방공학과,4,15,4.73
국립부경대학교,스마트해양모빌리티융합전공,X,X,X
국립부경대학교,시스템경영・안전공학부,4,43,4.21
국립부경대학교,신소재시스템공학전공,X,X,X
국립부경대학교,안전공학전공,4,43,4.21
국립부경대학교,에너지수송시스템공학부,X,44,3.57
국립부경대학교,에너지융복합기술공학융합전공,X,X,X
국립부경대학교,융합소재공학부,X,X,X
국립부경대학교,이차전지융합전공,X,X,X
국립부경대학교,재료공학전공,X,X,X
국립부경대학교,전기공학부,X,46,5.24
국립부경대학교,전기공학전공,X,46,5.24
국립부경대학교,제어계측공학전공,X,35,5.51
국립부경대학교,조선해양시스템공학전공,X,26,5.77
국립부경대학교,지능형로봇융합전공,X,X,X
국립부경대학교,지속가능공학부,X,X,X
국립부경대학교,차세대반도체공학전공,X,X,X
국립부경대학교,클린에너지융합전공,X,X,X
국립부경대학교,토목공학전공,X,35,5.26
국립부경대학교,화학공학과,X,28,3.82
국립부경대학교,고신뢰성반도체소재융합전공,X,X,X
국립부경대학교,고신뢰성인공지능반도체융합전공,X,X,X
국립부경대학교,고신뢰성파워반도체융합전공,X,X,X
국립부경대학교,공과대학자유전공학부,X,X,X
국립부경대학교,글로벌블루수산융합전공,X,X,X
국립부경대학교,블루푸드테크 융합전공,X,X,X
국립부경대학교,생물공학과,4,16,3.63
국립부경대학교,수산생명과학부,4,32,4.88
국립부경대학교,수산생명의학과,2,11,8.82
국립부경대학교,수해양산업교육과,X,13,4.62
국립부경대학교,수해양산업교육과 기관공학전공,X,13,4.62
국립부경대학교,수해양산업교육과 냉동공학전공,X,13,4.62
국립부경대학교,수해양산업교육과 식품공학전공,X,13,4.62
국립부경대학교,수해양산업교육과 양식공학전공,X,13,4.62
국립부경대학교,수해양산업교육과 어업공학전공,X,13,4.62
국립부경대학교,수해양산업교육과 항해공학전공,X,13,4.62
국립부경대학교,식품공학전공,4,30,4.53
국립부경대학교,식품과학부,4,30,4.53
국립부경대학교,식품영양학전공,X,16,4.63
국립부경대학교,양식응용생명과학전공,X,18,4.39
국립부경대학교,자원생물학전공,X,18,4.5
국립부경대학교,자원환경경제학전공,4,31,5.29
국립부경대학교,해양경찰학전공,X,16,12
국립부경대학교,해양생산시스템관리학부,X,16,5.13
국립부경대학교,해양생산학전공,X,16,5.13
국립부경대학교,해양수산경영경제학부,4,31,5.29
국립부경대학교,해양수산경영학전공,4,31,5.29
국립부경대학교,수산과학대학자유전공학부,X,X,X
국립부경대학교,영어문화・산업전공,3,25,5.12
국립부경대학교,경제학과,4,30,4.8
국립부경대학교,국어국문학과,3,11,6.73
국립부경대학교,국제개발협력학전공,4,28,5.21
국립부경대학교,국제지역학부,4,28,5.21
국립부경대학교,국제학전공,4,28,5.21
